,Player,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,non_penalty_goals,penalty_goal,CrdY,CrdR,pass_comp,pass_attempt,pass_comp%,tackles_made,successful_tackles,Blocks,interceptions,clearence,Err,Touches,successful_dribbles,dribbles_attempted,successful_dribbles%,fouls_commited,fouls_drawn,offside,crosses,penalty_kick_won,penalty_kick_conceded,own_goal,aerial_duo_won,aerial_duo_lost,Pos,Age,Club_country,Club,Team
668,Karim Boudiaf,3,2,185,0,0,0,0,,,0,0,1,0,94,106,88.7,2,1,0,0,3,0,121,1,3,33.3,2,1,0,0,0,0,0,6,7,MF,31,qa,Al Duhail SC,Qatar
669,Meshaal Barsham,2,2,180,0,0,0,0,,,0,0,0,0,45,63,71.4,0,0,0,0,1,1,69,0,0,,0,0,0,0,0,0,0,0,1,GK,24,qa,Al Sadd SC,Qatar
670,Ismail Mohamad,2,2,174,0,1,2,2,0,0,0,0,1,0,,,,,2,,2,,,,,,,1,6,1,8,,,0,,,FW,32,qa,Al Duhail SC,Qatar
671,Assim Madibo,2,2,153,0,0,0,0,,,0,0,1,0,58,70,82.9,6,3,6,2,0,0,86,0,0,,1,1,0,0,0,0,0,1,0,MF,25,qa,Al Duhail SC,Qatar
672,Bassam Al-Rawi,1,1,90,0,0,0,0,,,0,0,0,0,47,57,82.5,0,0,0,0,7,0,68,1,1,100,1,2,0,0,0,0,0,1,0,DF,24,qa,Al Duhail SC,Qatar
673,Saad Al Sheeb,1,1,90,0,0,0,0,,,0,0,1,0,18,20,90,0,0,0,0,0,0,22,0,0,,1,1,0,0,0,1,0,1,0,GK,32,qa,Al Sadd SC,Qatar
674,Mohammed Muntari,3,0,63,1,0,3,1,0.33,1,1,0,0,0,17,19,89.5,2,2,0,0,2,0,28,0,0,,1,2,0,0,0,0,0,3,1,"FW,MF",28,qa,Al Duhail SC,Qatar
675,Mohammed Waad,2,0,28,0,0,0,0,,,0,0,0,0,9,12,75,0,0,1,1,1,0,16,1,1,100,1,0,0,1,0,0,0,0,0,"MF,DF",22,qa,Al Sadd SC,Qatar
676,Ali Assadalla,1,0,27,0,0,0,0,,,0,0,0,0,21,23,91.3,0,0,1,0,0,0,24,1,1,100,0,0,0,0,0,0,0,0,0,MF,29,qa,Al Sadd SC,Qatar
677,Tarek Salman,1,0,8,0,0,0,0,,,0,0,0,0,7,10,70,1,0,0,1,0,0,13,0,0,,0,0,0,1,0,0,0,0,0,DF,24,qa,Al Sadd SC,Qatar
678,Ahmed Alaaeldin,1,0,6,0,0,0,0,,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,FW,29,qa,Al-Gharafa Sports Club,Qatar
679,Musab Kheder,1,0,6,0,0,0,0,,,0,0,0,0,3,3,100,1,1,0,0,0,0,5,0,0,,0,1,0,0,0,0,0,0,0,DF,28,qa,Al Sadd SC,Qatar
